Agency Name,County,Item Name,Quantity,Unit Cost,Ship Date
WALL TOWNSHIP POLICE DEPT,MONMOUTH,"TOOL KIT,ELECTRONIC",1,553.00,12/11/13
AVON BY THE SEA POLICE DEPT,MONMOUTH,"TOOL KIT,ELECTRONIC SYSTEM",1,1127.00,11/15/13
NEPTUNE CITY POLICE DEPT,MONMOUTH,"TOOL KIT,ELECTRONIC SYSTEM",1,1127.00,12/3/13
SPRING LAKE BOROUGH POLICE DEPT,MONMOUTH,"TOOL KIT,ELECTRONIC SYSTEM",1,1127.00,12/12/13
SPRING LAKE BOROUGH POLICE DEPT,MONMOUTH,"TOOL KIT,ELECTRONIC SYSTEM",1,1127.00,1/9/14
AVON BY THE SEA POLICE DEPT,MONMOUTH,"TOOL KIT,GENERAL MECHANIC'S",1,569.00,11/15/13
BELLEVILLE POLICE DEPT,ESSEX,"TOOL KIT,GENERAL MECHANIC'S",2,1069.00,6/17/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TOOL KIT,GENERAL MECHANIC'S",10,2365.00,11/13/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TOOL KIT,GENERAL MECHANIC'S",2,1805.00,11/15/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TOOL KIT,GENERAL MECHANIC'S",1,2739.00,4/22/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TOOL KIT,GENERAL MECHANIC'S",1,2739.00,4/20/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TOOL KIT,GENERAL MECHANIC'S",2,1805.00,3/29/13
LAKEHURST POLICE DEPT,OCEAN,"TOOL KIT,GENERAL MECHANIC'S",1,1805.00,6/5/13
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"TOOL KIT,GENERAL MECHANIC'S",1,6874.00,9/6/13
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"TOOL KIT,GENERAL MECHANIC'S",1,16504.00,9/4/13
NEPTUNE CITY POLICE DEPT,MONMOUTH,"TOOL KIT,GENERAL MECHANIC'S",1,1805.00,12/11/13
SPRING LAKE BOROUGH POLICE DEPT,MONMOUTH,"TOOL KIT,GENERAL MECHANIC'S",1,2365.00,1/9/14
SPRING LAKE BOROUGH POLICE DEPT,MONMOUTH,"TOOL KIT,GENERAL MECHANIC'S",1,2365.00,12/19/13
TINTON FALLS POLICE DEPT,MONMOUTH,"TOOL KIT,GENERAL MECHANIC'S",1,1069.00,3/4/14
TINTON FALLS POLICE DEPT,MONMOUTH,"TOOL KIT,GENERAL MECHANIC'S",1,8220.00,2/20/14
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TOOL KIT,INTERNAL COMBUSTION ENGINE",5,1701.00,10/29/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TOOL KIT,LINEMAN'S",3,1202.00,9/4/13
BELMAR POLICE DEPT,MONMOUTH,"TOOL KIT,MASON SQUAD",1,26204.81,9/11/13
BELLEVILLE POLICE DEPT,ESSEX,"TOOL KIT,REPAIRMAN'S,SMALL ARMS",1,2147.00,6/17/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TOOL KIT,SMALL ARMS",1,2147.00,12/23/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TOOL KIT,SMALL ARMS",48,3600.00,6/12/14
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"TOOL KIT,SMALL ARMS",1,2147.00,11/14/13
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"TOOL KIT,SMALL ARMS",1,2147.00,2/7/14
SEASIDE PARK POLICE DEPT,OCEAN,"TOOL KIT,SMALL ARMS",1,2147.00,9/24/13
TINTON FALLS POLICE DEPT,MONMOUTH,"TOOL KIT,SMALL ARMS",1,2147.00,3/11/14
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TOOL KIT,TACTICAL ENTRY",4,408.67,12/23/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TOOL KIT,WEAPONS CLEANING",1,174.65,5/8/14
US DHS ICE INVESTIGATIONS NEWARK,ESSEX,TOOL SET,2,2529.23,4/8/14
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"TOOL,EMERGENCY VEHI",1,156.82,2/28/14
SEASIDE PARK POLICE DEPT,OCEAN,TOOLBOX,1,200.00,9/24/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TOURNIQUET,NONPNEUMATIC",402,48.39,11/12/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TOURNIQUET,NONPNEUMATIC",14,48.39,6/16/14
SPRING LAKE BOROUGH POLICE DEPT,MONMOUTH,"TOWBAR,MOTOR VEHICLE",1,1930.00,12/19/13
TINTON FALLS POLICE DEPT,MONMOUTH,"TOWBAR,MOTOR VEHICLE",2,1930.00,2/10/14
LAKEHURST POLICE DEPT,OCEAN,"TOWELETTE,CLEANING",4,56.66,11/14/13
AVON BY THE SEA POLICE DEPT,MONMOUTH,"TRACTOR,FULL TRACKED,LOW SPEED",1,72325.00,12/12/13
BELMAR POLICE DEPT,MONMOUTH,"TRACTOR,FULL TRACKED,LOW SPEED",1,72325.00,9/3/13
BELMAR POLICE DEPT,MONMOUTH,"TRACTOR,FULL TRACKED,LOW SPEED",1,72325.00,9/4/13
KEANSBURG POLICE DEPT,MONMOUTH,"TRACTOR,FULL TRACKED,LOW SPEED",1,96440.00,6/26/13
LONG BRANCH POLICE DEPT,MONMOUTH,"TRACTOR,FULL TRACKED,LOW SPEED",1,72325.00,11/13/12
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"TRACTOR,FULL TRACKED,LOW SPEED",1,72325.00,11/27/13
MONMOUTH COUNTY SHERIFF DEPT,MONMOUTH,"TRACTOR,FULL TRACKED,LOW SPEED",1,106190.00,2/20/14
SPRING LAKE BOROUGH POLICE DEPT,MONMOUTH,"TRACTOR,FULL TRACKED,LOW SPEED",1,72325.00,12/12/13
AVON BY THE SEA POLICE DEPT,MONMOUTH,"TRACTOR,WHEELED,INDUSTRIAL",1,110000.00,11/22/13
BELMAR POLICE DEPT,MONMOUTH,"TRACTOR,WHEELED,INDUSTRIAL",1,110000.00,8/13/13
BELMAR POLICE DEPT,MONMOUTH,"TRACTOR,WHEELED,INDUSTRIAL",1,110000.00,11/7/13
KEANSBURG POLICE DEPT,MONMOUTH,"TRACTOR,WHEELED,INDUSTRIAL",2,110000.00,5/10/13
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"TRACTOR,WHEELED,INDUSTRIAL",2,110000.00,6/4/13
NEPTUNE CITY POLICE DEPT,MONMOUTH,"TRACTOR,WHEELED,INDUSTRIAL",1,110000.00,9/24/13
WILDWOOD POLICE DEPT,CAPE MAY,"TRACTOR,WHEELED,INDUSTRIAL",1,185000.00,3/28/13
JACKSON TWP POLICE DEPT,OCEAN,"TRACTORS, WHEELED",1,22506.00,12/20/13
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,"TRACTORS, WHEELED",1,0.00,2/6/14
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,TRAFFIC AND TRANSIT SIGNAL SYSTEMS,1,2500.00,5/17/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,TRAILER,1,0.00,4/10/14
BELMAR POLICE DEPT,MONMOUTH,"TRAILER,CARGO",2,8524.00,11/15/13
BELMAR POLICE DEPT,MONMOUTH,"TRAILER,CARGO",10,8954.00,9/5/13
LAKEWOOD POLICE DEPT,OCEAN,"TRAILER,CARGO",1,34714.00,5/17/13
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"TRAILER,CARGO",1,8954.00,11/26/13
NEPTUNE CITY POLICE DEPT,MONMOUTH,"TRAILER,CARGO",2,8954.00,9/19/13
SEA BRIGHT POLICE DEPT,MONMOUTH,"TRAILER,CARGO",1,8954.00,11/13/13
SPRING LAKE BOROUGH POLICE DEPT,MONMOUTH,"TRAILER,CARGO",1,8954.00,11/19/13
TINTON FALLS POLICE DEPT,MONMOUTH,"TRAILER,CARGO",1,8954.00,1/10/14
WALL TOWNSHIP POLICE DEPT,MONMOUTH,"TRAILER,CARGO",2,8954.00,12/11/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TRAILER,PERSONNEL",1,2980.00,10/10/13
JACKSON TWP POLICE DEPT,OCEAN,"TRAILER,RECYCLING SYSTEM",1,7500.00,12/19/13
JACKSON TWP POLICE DEPT,OCEAN,"TRAILER,RECYCLING SYSTEM",1,7500.00,12/19/13
BELMAR POLICE DEPT,MONMOUTH,"TRAILER,TANK",1,7787.00,10/30/13
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"TRAILER,TANK",1,12955.00,5/17/13
JACKSON TWP POLICE DEPT,OCEAN,TRAINING AIDS,1,1815.00,12/20/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TRAINING KIT,SOLDERING",83,16.13,9/19/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TRIPOD,TELESCOPE",101,141.27,11/14/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TROUSERS,COMBAT",27,16.88,12/12/13
FEDERAL BUREAU OF INVESTIGATION,ESSEX,"TROUSERS,EXTREME COLD WEATHER",7,106.62,12/4/13
AVALON POLICE DEPT,CAPE MAY,TRUCK TRACTOR,1,57454.00,10/31/13
AVALON POLICE DEPT,CAPE MAY,TRUCK TRACTOR,1,57454.00,11/7/13
AVALON POLICE DEPT,CAPE MAY,TRUCK TRACTOR,3,70832.00,11/25/13
AVON BY THE SEA POLICE DEPT,MONMOUTH,TRUCK TRACTOR,1,75553.88,2/6/14
BELMAR POLICE DEPT,MONMOUTH,TRUCK TRACTOR,1,86203.00,10/21/13
BELMAR POLICE DEPT,MONMOUTH,TRUCK TRACTOR,1,86203.00,10/21/13
BELMAR POLICE DEPT,MONMOUTH,TRUCK TRACTOR,1,86203.00,7/18/13
BELMAR POLICE DEPT,MONMOUTH,TRUCK TRACTOR,1,138870.00,11/7/13
BRICK TOWNSHIP POLICE DEPT,OCEAN,TRUCK TRACTOR,1,75553.88,1/31/14
EATONTOWN POLICE DEPT,MONMOUTH,TRUCK TRACTOR,1,68207.00,7/17/13
JACKSON TWP POLICE DEPT,OCEAN,TRUCK TRACTOR,2,75553.88,1/31/14
KEANSBURG POLICE DEPT,MONMOUTH,TRUCK TRACTOR,2,75553.88,1/31/14
LAKEHURST POLICE DEPT,OCEAN,TRUCK TRACTOR,1,75553.88,1/31/14
LITTLE SILVER POLICE DEPT,MONMOUTH,TRUCK TRACTOR,1,75553.88,2/6/14
LONG BRANCH POLICE DEPT,MONMOUTH,TRUCK TRACTOR,1,138870.00,12/24/12
MIDDLE TOWNSHIP POLICE DEPT,CAPE MAY,TRUCK TRACTOR,1,75553.88,1/17/14
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,TRUCK TRACTOR,1,70832.00,10/25/13
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,TRUCK TRACTOR,1,75553.88,1/31/14
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,TRUCK TRACTOR,3,75553.88,2/6/14
PEMBERTON TOWNSHIP POLICE DEPT,BURLINGTON,TRUCK TRACTOR,2,75553.88,1/31/14
SPRING LAKE BOROUGH POLICE DEPT,MONMOUTH,TRUCK TRACTOR,1,57454.00,11/19/13
SPRING LAKE BOROUGH POLICE DEPT,MONMOUTH,TRUCK TRACTOR,1,75553.88,1/31/14
TINTON FALLS POLICE DEPT,MONMOUTH,TRUCK TRACTOR,4,75553.88,1/31/14
WALL TOWNSHIP POLICE DEPT,MONMOUTH,TRUCK TRACTOR,1,57454.00,12/11/13
WALL TOWNSHIP POLICE DEPT,MONMOUTH,TRUCK TRACTOR,1,75553.88,2/10/14
UNDISCLOSED BY DLA,ATLANTIC,"TRUCK,ARMORED",1,65070.00,10/13/94
UNDISCLOSED BY DLA,OCEAN,"TRUCK,ARMORED",1,65070.00,7/26/01
UNDISCLOSED BY DLA,OCEAN,"TRUCK,ARMORED",1,65070.00,7/26/01
UNDISCLOSED BY DLA,OCEAN,"TRUCK,ARMORED",1,65070.00,7/27/01
UNDISCLOSED BY DLA,UNION                    ,"TRUCK,ARMORED",1,65070.00,1/27/95
AVON BY THE SEA POLICE DEPT,MONMOUTH,"TRUCK,CARGO",1,93042.00,11/15/13
BARNEGAT TOWNSHIP POLICE DEPT,OCEAN,"TRUCK,CARGO",1,75278.00,2/25/14
BARNEGAT TOWNSHIP POLICE DEPT,OCEAN,"TRUCK,CARGO",1,67139.00,10/28/13
BELLEVILLE POLICE DEPT,ESSEX,"TRUCK,CARGO",1,56832.00,9/27/11
BELLEVILLE POLICE DEPT,ESSEX,"TRUCK,CARGO",1,56832.00,9/27/11
BELLEVILLE POLICE DEPT,ESSEX,"TRUCK,CARGO",1,67139.00,7/18/13
BELMAR POLICE DEPT,MONMOUTH,"TRUCK,CARGO",1,11614.00,10/21/13
BELMAR POLICE DEPT,MONMOUTH,"TRUCK,CARGO",1,11614.00,7/30/13
BELMAR POLICE DEPT,MONMOUTH,"TRUCK,CARGO",1,67139.00,7/18/13
BELMAR POLICE DEPT,MONMOUTH,"TRUCK,CARGO",2,67139.00,9/5/13
BELMAR POLICE DEPT,MONMOUTH,"TRUCK,CARGO",2,67139.00,10/21/13
BELMAR POLICE DEPT,MONMOUTH,"TRUCK,CARGO",2,72040.00,10/21/13
BRICK TOWNSHIP POLICE DEPT,OCEAN,"TRUCK,CARGO",1,70613.00,6/6/13
BRICK TOWNSHIP POLICE DEPT,OCEAN,"TRUCK,CARGO",1,74450.00,1/14/13
JACKSON TWP POLICE DEPT,OCEAN,"TRUCK,CARGO",1,75278.00,1/13/14
KEANSBURG POLICE DEPT,MONMOUTH,"TRUCK,CARGO",1,74450.00,5/1/13
KEANSBURG POLICE DEPT,MONMOUTH,"TRUCK,CARGO",1,67139.00,7/24/13
KEANSBURG POLICE DEPT,MONMOUTH,"TRUCK,CARGO",1,149600.00,6/11/13
LAKEWOOD POLICE DEPT,OCEAN,"TRUCK,CARGO",1,56832.00,3/24/12
LAKEWOOD POLICE DEPT,OCEAN,"TRUCK,CARGO",1,56832.00,1/17/12
LAKEWOOD POLICE DEPT,OCEAN,"TRUCK,CARGO",1,70613.00,2/1/13
LITTLE FERRY POLICE DEPT,BERGEN                   ,"TRUCK,CARGO",1,67139.00,2/28/14
LITTLE FERRY POLICE DEPT,BERGEN                   ,"TRUCK,CARGO",1,67139.00,3/11/14
LITTLE FERRY POLICE DEPT,BERGEN                   ,"TRUCK,CARGO",1,67139.00,2/28/14
LITTLE SILVER POLICE DEPT,MONMOUTH,"TRUCK,CARGO",1,67139.00,2/25/14
LITTLE SILVER POLICE DEPT,MONMOUTH,"TRUCK,CARGO",1,67139.00,2/25/14
MIDDLE TOWNSHIP POLICE DEPT,CAPE MAY,"TRUCK,CARGO",1,67139.00,7/2/13
MIDDLE TOWNSHIP POLICE DEPT,CAPE MAY,"TRUCK,CARGO",1,67139.00,7/2/13
MIDDLE TOWNSHIP POLICE DEPT,CAPE MAY,"TRUCK,CARGO",1,72040.00,10/15/13
MIDDLE TOWNSHIP POLICE DEPT,CAPE MAY,"TRUCK,CARGO",1,72040.00,4/15/13
MIDDLE TOWNSHIP POLICE DEPT,CAPE MAY,"TRUCK,CARGO",1,72040.00,8/23/13
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"TRUCK,CARGO",1,27290.00,6/24/13
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"TRUCK,CARGO",1,27290.00,6/24/13
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"TRUCK,CARGO",1,20788.00,5/8/13
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"TRUCK,CARGO",1,20788.00,5/8/13
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"TRUCK,CARGO",1,20788.00,5/8/13
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"TRUCK,CARGO",2,74450.00,10/5/12
MONMOUTH COUNTY SHERIFF DEPT,MONMOUTH,"TRUCK,CARGO",1,72040.00,7/31/13
NEPTUNE CITY POLICE DEPT,MONMOUTH,"TRUCK,CARGO",1,72040.00,9/5/13
NEPTUNE CITY POLICE DEPT,MONMOUTH,"TRUCK,CARGO",1,72040.00,12/3/13
OCEAN TOWNSHIP POLICE DEPT,OCEAN,"TRUCK,CARGO",1,75278.00,1/10/14
POINT PLEASANT BEACH POLICE DEPT,OCEAN,"TRUCK,CARGO",1,8103.00,5/29/14
POINT PLEASANT BEACH POLICE DEPT,OCEAN,"TRUCK,CARGO",1,70613.00,1/2/13
RED BANK POLICE DEPT,MONMOUTH,"TRUCK,CARGO",1,67139.00,1/10/14
SPRING LAKE BOROUGH POLICE DEPT,MONMOUTH,"TRUCK,CARGO",1,75278.00,11/19/13
SPRING LAKE BOROUGH POLICE DEPT,MONMOUTH,"TRUCK,CARGO",1,67139.00,11/21/13
TINTON FALLS POLICE DEPT,MONMOUTH,"TRUCK,CARGO",1,67139.00,2/27/14
WALL TOWNSHIP POLICE DEPT,MONMOUTH,"TRUCK,CARGO",1,119265.00,2/12/14
KEANSBURG POLICE DEPT,MONMOUTH,"TRUCK,CARRYALL",1,25718.00,12/18/13
AVALON POLICE DEPT,CAPE MAY,"TRUCK,DUMP",1,72425.00,11/21/13
BELMAR POLICE DEPT,MONMOUTH,"TRUCK,DUMP",1,72425.00,10/30/13
BELMAR POLICE DEPT,MONMOUTH,"TRUCK,DUMP",1,72425.00,10/30/13
BELMAR POLICE DEPT,MONMOUTH,"TRUCK,DUMP",1,72425.00,10/30/13
BELMAR POLICE DEPT,MONMOUTH,"TRUCK,DUMP",1,72425.00,8/13/13
CAPE MAY COUNTY PROSECUTOR,CAPE MAY,"TRUCK,DUMP",1,84554.00,1/27/14
CAPE MAY COUNTY PROSECUTOR,CAPE MAY,"TRUCK,DUMP",1,84554.00,1/27/14
CAPE MAY COUNTY PROSECUTOR,CAPE MAY,"TRUCK,DUMP",1,89115.00,1/27/14
KEANSBURG POLICE DEPT,MONMOUTH,"TRUCK,DUMP",1,72425.00,6/24/13
LAKEHURST POLICE DEPT,OCEAN,"TRUCK,DUMP",1,36382.00,5/15/13
TINTON FALLS POLICE DEPT,MONMOUTH,"TRUCK,DUMP",1,211764.00,4/29/14
TINTON FALLS POLICE DEPT,MONMOUTH,"TRUCK,DUMP",1,196327.00,2/19/14
TINTON FALLS POLICE DEPT,MONMOUTH,"TRUCK,DUMP",1,196327.00,2/14/14
WALL TOWNSHIP POLICE DEPT,MONMOUTH,"TRUCK,LIFT,FORK",1,10584.00,12/11/13
KEANSBURG POLICE DEPT,MONMOUTH,"TRUCK,MAINTENANCE",1,70280.00,2/28/14
LAKEHURST POLICE DEPT,OCEAN,"TRUCK,MAINTENANCE",1,17195.00,3/3/14
MIDDLETOWN TOWNSHIP POLICE DEPT,MONMOUTH,"TRUCK,MAINTENANCE",1,70280.00,2/28/14
WALL TOWNSHIP POLICE DEPT,MONMOUTH,"TRUCK,MAINTENANCE",1,70280.00,2/28/14
MONMOUTH COUNTY SHERIFF DEPT,MONMOUTH,"TRUCK,SNOW REMOVAL EQUIPMENT",1,583760.00,9/27/13
RED BANK POLICE DEPT,MONMOUTH,"TRUCK,SNOW REMOVAL EQUIPMENT",1,583760.00,10/8/13
UNDISCLOSED BY DLA,BERGEN                   ,"TRUCK,UTILITY",1,47989.00,2/28/14
UNDISCLOSED BY DLA,BERGEN                   ,"TRUCK,UTILITY",1,47455.00,2/28/14
UNDISCLOSED BY DLA,BERGEN                   ,"TRUCK,UTILITY",1,47455.00,2/28/14
UNDISCLOSED BY DLA,BURLINGTON,"TRUCK,UTILITY",1,47989.00,11/26/13
UNDISCLOSED BY DLA,BURLINGTON,"TRUCK,UTILITY",1,47989.00,1/24/14
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,47069.00,8/27/13
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,39052.00,8/27/13
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,39052.00,8/27/13
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,39052.00,8/27/13
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,39052.00,3/21/13
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,39052.00,3/21/13
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,39052.00,2/16/12
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,39052.00,1/11/12
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,39052.00,10/28/13
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,39052.00,10/29/13
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,47989.00,11/7/13
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,47989.00,11/7/13
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,47989.00,8/27/13
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,47989.00,12/18/13
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,47989.00,8/27/13
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,47989.00,8/27/13
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,47989.00,3/17/12
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,47989.00,2/28/14
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,47989.00,2/28/14
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,47455.00,2/28/14
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,39441.00,8/23/13
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,55500.00,3/17/12
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,44722.00,8/23/13
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,44722.00,2/16/12
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,44722.00,2/16/12
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,44722.00,2/28/14
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,60566.00,2/22/12
UNDISCLOSED BY DLA,CAPE MAY,"TRUCK,UTILITY",1,60566.00,2/22/12
UNDISCLOSED BY DLA,ESSEX,"TRUCK,UTILITY",1,39052.00,5/4/11
UNDISCLOSED BY DLA,ESSEX,"TRUCK,UTILITY",1,39052.00,5/4/11
UNDISCLOSED BY DLA,ESSEX,"TRUCK,UTILITY",1,39052.00,5/4/11
UNDISCLOSED BY DLA,ESSEX,"TRUCK,UTILITY",1,39052.00,1/26/12
UNDISCLOSED BY DLA,ESSEX,"TRUCK,UTILITY",1,47455.00,10/25/11
UNDISCLOSED BY DLA,MIDDLESEX                ,"TRUCK,UTILITY",1,39052.00,3/1/12
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,39052.00,9/19/13
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,39052.00,7/30/13
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,39052.00,12/11/13
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,39052.00,9/19/13
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,39052.00,7/30/13
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,39052.00,7/30/13
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,39052.00,1/13/14
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,39052.00,1/9/14
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,39052.00,4/15/13
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,39052.00,3/22/13
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,39052.00,4/15/13
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,39052.00,1/13/12
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,39052.00,2/26/14
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,39052.00,3/8/13
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,39052.00,5/17/12
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,39052.00,5/17/12
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,39052.00,11/15/13
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,39052.00,1/9/14
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,39052.00,1/9/14
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,39052.00,1/9/14
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,39052.00,1/10/14
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,39052.00,1/30/14
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,41253.00,2/5/13
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,41253.00,11/15/13
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,41253.00,2/28/14
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,47989.00,1/27/14
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,47989.00,1/27/14
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,47989.00,9/30/13
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,47989.00,10/25/13
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,47989.00,10/25/13
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,47989.00,9/30/13
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,47989.00,11/1/13
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,47989.00,3/17/12
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,47989.00,2/5/14
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,47989.00,2/5/14
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,47989.00,2/26/14
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,47989.00,11/12/13
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,47989.00,10/25/13
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,47989.00,10/25/13
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,47989.00,10/25/13
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,47989.00,10/25/13
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,47989.00,10/25/13
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,47989.00,1/31/14
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,47989.00,1/23/14
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,47989.00,1/23/14
UNDISCLOSED BY DLA,MONMOUTH,"TRUCK,UTILITY",1,47989.00,12/12/11
